AtomicNumber,AtomicMass,Electronegativity,IonizationEnergy,BoilingPoint,MeltingPoint,BondLength,CovalentRadius,VanDerWaalsRadius,ElectronAffinity,Density,HeatCapacity,OxidationState,Polarizability,DipoleMoment,RefractiveIndex,SurfaceTension,Viscosity,SolubilityWater,SolubilityEthanol,BandGap,LatticeEnergy,CrystalFieldStab,MolarVolume,Conductivity,ThermalConductivity,Hardness,ElasticModulus,PoissonRatio,WorkFunction,MagneticSusceptibility,SpinMultiplicity,SymmetryNumber,QuantumYield,pKa,pKb,DielectricConstant,RedoxPotential,FluorescenceWavelength,AbsorptionWavelength,EmissionWavelength,HalfLife,RateConstant,DiffusionCoeff,ActivationEnergy,ReactionEnthalpy,ReactionEntropy,ReactionGibbsEnergy,PartitionCoeff,LogP,TopologicalPolarSurfaceArea,RotatableBonds,HBA,HBD,FormalCharge,OxidationPotential,ReductionPotential,ElectronDensity,HOMO,LUMO,Class
1.34,1.72,1.78,3.63,4.44,7.4399999999999995,8.0,4.5600000000000005,3.6799999999999997,12.5,24.05,23.25,25.230000000000004,14.719999999999999,6.69,11.0,23.53,32.82,44.16,51.67,65.08,77.92999999999999,79.78,77.86,85.87,93.21000000000001,94.54,86.45,72.2,48.5,13.569999999999999,29.509999999999998,47.15,60.36,80.83,98.7,88.0,64.11,42.76,27.02,26.419999999999998,33.42,43.35,45.42,39.6,25.25,10.84,3.7199999999999998,2.86,0.9900000000000001,0.45999999999999996,0.9400000000000001,0.48,0.47000000000000003,0.16,0.08,0.42,0.24,0.27,0.41000000000000003,Inorganic
1.79,1.3599999999999999,4.08,6.329999999999999,5.96,8.08,20.9,34.65,52.76,59.650000000000006,62.53999999999999,45.07,36.93,28.64,16.35,4.22,17.849999999999998,43.94,69.5,80.97,85.5,87.17,86.00999999999999,92.01,87.29,80.84,86.94,84.11,57.93000000000001,37.54,34.849999999999994,46.39,64.95,69.01,56.66,51.88,50.6,38.85,37.62,37.38,26.05,15.909999999999998,18.75,22.67,15.770000000000001,12.11,8.83,8.5,3.55,2.19,0.86,1.23,0.6,1.87,1.11,1.26,0.8099999999999999,1.55,1.6,0.8500000000000001,Organic
1.7999999999999998,4.44,4.760000000000001,6.98,16.150000000000002,8.870000000000001,5.96,10.71,31.75,29.18,32.73,30.349999999999998,30.330000000000002,25.869999999999997,16.82,13.08,28.03,45.190000000000005,66.41,76.83,69.6,43.93,24.32,28.860000000000003,49.74,81.72,100.0,92.38,85.19,77.22,57.720000000000006,51.9,68.24,62.2,50.54,35.78,38.09,38.129999999999995,33.589999999999996,27.71,36.480000000000004,38.34,34.53,20.96,10.31,7.9799999999999995,7.01,5.26,2.41,1.17,1.22,1.22,1.1400000000000001,0.98,0.27,0.25,0.26,0.5,0.73,0.22,Polymer
3.29,2.16,3.8600000000000003,6.2700000000000005,11.58,14.82,20.54,16.05,25.319999999999997,26.72,30.56,31.61,23.14,20.669999999999998,18.04,28.08,44.230000000000004,59.47,66.01,58.440000000000005,45.39,47.89,56.46,52.81,71.15,100.0,95.64,60.9,51.12,40.0,4.82,18.52,21.86,14.360000000000001,17.57,14.280000000000001,16.439999999999998,30.89,36.480000000000004,44.41,38.59,28.13,12.379999999999999,9.53,12.01,8.25,6.18,1.41,1.08,1.24,1.04,0.95,1.51,0.59,0.15,0.53,0.16,0.42,0.53,0.74,Polymer
1.91,1.73,2.91,3.01,4.63,6.9,5.76,11.03,24.23,31.34,47.86,52.39,43.93,34.4,28.689999999999998,38.89,44.2,38.92,40.88,50.06,72.71,93.85,100.0,98.31,99.32,91.61,82.37,69.57,45.36,32.81,25.22,39.64,41.54,33.08,14.45,19.23,32.08,33.67,56.830000000000005,55.05,32.31,4.4799999999999995,31.31,33.87,41.3,36.39,20.69,8.59,6.0,2.67,1.25,0.4,1.3599999999999999,1.37,1.72,1.32,1.0999999999999999,1.22,1.1400000000000001,0.6799999999999999,Biochemical
2.94,1.23,1.17,1.13,4.97,9.98,13.26,11.17,29.84,34.73,42.309999999999995,50.44,52.370000000000005,43.980000000000004,32.36,29.56,32.86,32.31,45.28,63.39,70.44,83.14,84.49,85.11999999999999,91.38,99.85000000000001,100.0,75.44,46.61,39.24,38.49,46.739999999999995,42.449999999999996,30.95,7.5200000000000005,28.849999999999998,40.72,31.7,28.63,26.340000000000003,5.41,18.740000000000002,34.589999999999996,46.46,43.66,25.81,13.19,5.050000000000001,1.1199999999999999,0.59,0.41000000000000003,0.5599999999999999,1.04,0.79,0.13999999999999999,0.54,0.15,0.06,0.8099999999999999,0.43,Inorganic
6.35,7.090000000000001,4.53,3.3300000000000005,1.8499999999999999,12.6,10.15,19.18,33.62,39.0,46.739999999999995,56.32,55.059999999999995,43.43,30.520000000000003,34.92,39.75,38.75,52.800000000000004,71.98,77.02,85.61999999999999,86.88,92.36,100.0,96.61999999999999,98.22,73.6,41.58,29.18,32.800000000000004,36.9,34.5,28.63,8.64,37.24,46.489999999999995,34.88,18.17,11.42,12.2,26.21,44.61,47.260000000000005,32.629999999999995,14.23,3.9,4.06,3.11,0.86,1.54,0.48,0.25,0.8699999999999999,0.72,0.95,0.86,0.8500000000000001,0.4,0.51,Inorganic
2.01,1.6500000000000001,3.44,3.3000000000000003,3.9699999999999998,4.43,6.84,9.030000000000001,17.39,25.71,29.310000000000002,31.080000000000002,36.03,30.020000000000003,27.18,20.07,18.01,22.34,35.68,54.92,72.09,83.17999999999999,88.64,95.19999999999999,96.37,100.0,96.73,86.64,78.96,63.449999999999996,53.510000000000005,40.56,25.629999999999995,28.939999999999998,35.88,42.96,47.73,45.16,37.65,30.509999999999998,19.21,11.84,19.84,15.7,6.6000000000000005,12.94,7.969999999999999,0.52,2.33,1.52,1.25,0.54,0.5700000000000001,1.37,1.09,0.35000000000000003,0.5599999999999999,1.05,0.8200000000000001,0.36,Polymer
1.97,3.94,3.84,0.76,2.5100000000000002,6.29,7.470000000000001,5.779999999999999,13.569999999999999,16.950000000000003,17.34,24.7,31.41,32.97,27.589999999999996,20.560000000000002,11.62,18.84,33.900000000000006,39.26,42.82,54.17999999999999,64.48,72.23,78.53,79.84,88.47,95.82000000000001,89.9,68.31,61.08,54.800000000000004,50.580000000000005,44.76,24.01,14.05,17.72,17.419999999999998,33.26,40.21,30.09,20.75,12.06,2.55,2.98,6.909999999999999,7.8100000000000005,7.7700000000000005,3.6900000000000004,0.5700000000000001,0.91,1.34,0.97,0.42,0.58,0.72,0.41000000000000003,0.44999999999999996,0.47000000000000003,0.54,Organic
3.94,4.2,4.46,5.510000000000001,5.970000000000001,14.16,9.56,8.02,16.18,25.580000000000002,30.78,34.04,34.0,39.51,33.52,22.52,20.86,22.48,33.82,45.78,64.74,67.08,70.07,76.19,77.45,67.67,73.72999999999999,78.34,96.19,100.0,80.86,55.58,54.09,49.88,31.080000000000002,28.970000000000002,22.439999999999998,9.6,22.869999999999997,32.28,34.54,38.82,32.4,9.26,11.73,5.66,7.66,9.69,5.88,0.5,1.18,1.46,0.4,1.1400000000000001,0.32,0.62,1.01,0.6799999999999999,0.53,0.8699999999999999,Organic
3.1,2.21,4.33,1.91,9.64,18.27,11.06,17.02,28.04,44.32,52.22,56.11000000000001,53.790000000000006,40.48,22.45,17.84,22.97,27.200000000000003,52.09,68.97999999999999,82.02000000000001,87.8,76.0,76.16000000000001,71.52,72.88,86.86,95.09,83.48,57.3,43.63,42.89,42.4,31.56,12.870000000000001,14.77,20.62,24.0,51.73,51.68000000000001,14.91,24.07,34.150000000000006,44.940000000000005,46.239999999999995,20.01,7.75,12.32,7.829999999999999,0.89,2.4899999999999998,2.04,0.59,0.53,0.79,0.37,0.15,0.5599999999999999,0.67,0.54,Organic
4.2299999999999995,3.2099999999999995,7.090000000000001,1.08,10.7,9.73,9.610000000000001,13.23,24.62,26.96,34.12,42.92,36.82,39.4,29.65,31.72,28.249999999999996,30.5,24.08,54.2,68.02,63.2,58.24,68.05,59.84,84.11999999999999,99.11,91.86999999999999,80.05,67.13,56.32,73.32,60.38,25.75,3.49,17.990000000000002,30.39,47.599999999999994,57.56,42.54,50.46000000000001,71.78999999999999,61.629999999999995,56.63,57.489999999999995,35.93,25.259999999999998,22.99,12.709999999999999,3.56,3.6700000000000004,1.76,0.35000000000000003,0.9299999999999999,1.21,0.75,0.5599999999999999,0.21,0.43,0.16999999999999998,Polymer
0.95,3.08,5.390000000000001,4.109999999999999,6.13,10.39,10.16,13.94,25.919999999999998,37.45,42.29,44.99,54.04,43.03,33.33,34.96,34.260000000000005,28.51,40.62,68.33,76.5,66.7,57.03,59.95,64.84,86.14,98.19,93.8,84.35000000000001,60.74,54.03,68.89999999999999,59.77,32.440000000000005,5.16,31.569999999999997,35.9,38.81,57.16,43.14,30.509999999999998,43.93,43.02,48.309999999999995,50.839999999999996,19.52,15.39,20.369999999999997,10.54,2.5100000000000002,3.5700000000000003,1.81,0.19,1.02,1.3299999999999998,0.4,0.42,0.3,0.31,0.33,Organic
0.96,4.04,6.819999999999999,6.88,8.870000000000001,9.32,9.55,21.4,25.46,29.520000000000003,40.25,51.480000000000004,49.01,41.27,35.75,34.47,30.680000000000003,29.45,43.51,72.64,81.47,81.03,66.64999999999999,69.58,77.48,86.88,100.0,99.41,87.92999999999999,64.82,58.76,64.08,49.72,27.55,3.0,33.56,31.669999999999998,41.33,62.81,49.769999999999996,26.13,46.97,48.06,49.21,52.94,22.16,14.01,18.88,9.47,1.34,3.1,2.37,0.7799999999999999,1.44,1.7000000000000002,0.12,1.09,0.36,0.43,0.18,Polymer
2.69,3.83,5.050000000000001,7.07,13.13,21.029999999999998,22.63,25.240000000000002,35.949999999999996,59.150000000000006,66.75,56.79,51.74999999999999,33.339999999999996,20.02,28.560000000000002,29.37,34.239999999999995,59.489999999999995,75.26,89.59,81.47,71.09,73.78,72.00999999999999,82.54,89.17,98.2,81.78999999999999,48.480000000000004,32.029999999999994,27.750000000000004,23.82,29.110000000000003,16.75,31.56,18.69,33.910000000000004,59.93000000000001,41.24,11.81,36.51,46.550000000000004,47.77,35.17,9.2,12.27,17.849999999999998,10.85,3.0,3.46,1.67,1.9900000000000002,1.4500000000000002,0.8099999999999999,0.44999999999999996,0.43,0.27,0.5499999999999999,0.5700000000000001,Biochemical
3.4000000000000004,6.25,3.81,2.5700000000000003,4.41,10.27,12.870000000000001,18.5,26.47,41.17,52.449999999999996,53.410000000000004,55.54,39.15,29.5,30.75,30.209999999999997,27.189999999999998,54.43,79.32000000000001,87.51,86.67,71.07,69.11,72.87,87.92,100.0,98.16,89.84,60.480000000000004,49.34,53.71,45.86,29.080000000000002,7.739999999999999,22.49,16.02,39.58,61.17,51.959999999999994,23.21,43.7,37.97,43.22,48.92,19.009999999999998,9.4,13.639999999999999,9.06,1.44,3.29,1.41,0.19,0.67,0.9900000000000001,0.42,0.5700000000000001,0.51,0.33,0.58,Inorganic
2.09,1.91,4.109999999999999,3.2099999999999995,6.98,15.790000000000001,14.38,14.02,30.48,39.14,35.04,36.69,39.43,33.11,33.31,30.020000000000003,23.24,13.81,34.5,44.28,48.9,36.77,43.79,48.64,62.07,72.56,66.24,76.89,79.81,85.77,92.73,70.09,48.51,34.089999999999996,14.06,11.469999999999999,14.330000000000002,18.2,36.05,55.28999999999999,59.88,50.77,55.120000000000005,50.27,70.34,59.040000000000006,40.69,27.61,15.840000000000002,5.1,0.54,0.7799999999999999,2.01,1.04,0.38999999999999996,0.31,0.62,0.8699999999999999,0.7000000000000001,0.42,Organic
3.6799999999999997,2.79,1.03,5.66,7.59,6.79,9.700000000000001,14.729999999999999,21.64,25.44,29.360000000000003,29.349999999999998,26.57,31.869999999999997,27.939999999999998,25.34,19.8,19.29,28.26,32.45,35.04,33.239999999999995,42.17,47.74,48.08,63.24999999999999,83.34,94.58,100.0,84.25,55.24,47.949999999999996,52.0,39.68,19.400000000000002,15.190000000000001,20.1,17.36,10.290000000000001,22.439999999999998,37.169999999999995,44.49,39.39,20.3,20.1,21.87,18.4,14.77,9.71,2.2399999999999998,1.51,1.05,0.24,0.18,0.5700000000000001,0.9199999999999999,0.09,0.86,1.0999999999999999,0.52,Organic
0.89,2.74,2.48,2.37,2.2399999999999998,8.450000000000001,14.879999999999999,12.24,15.690000000000001,21.19,30.03,30.94,27.43,25.47,18.7,14.52,14.57,24.29,32.59,36.79,33.550000000000004,31.0,39.14,52.800000000000004,64.09,77.07000000000001,87.53999999999999,100.0,98.06,69.69,49.730000000000004,50.2,53.59,38.42,18.48,11.49,15.7,13.11,15.83,26.31,31.03,45.12,37.85,12.690000000000001,14.59,10.92,14.85,13.850000000000001,7.16,1.76,1.9900000000000002,0.96,1.03,0.9299999999999999,0.25,0.44,0.21,0.69,0.6,0.18,Polymer
1.58,2.39,1.5,4.9399999999999995,9.879999999999999,14.249999999999998,14.63,12.19,16.97,19.23,23.61,27.189999999999998,30.490000000000002,29.86,22.259999999999998,17.45,24.59,31.0,35.72,42.83,42.68,37.35,45.85,60.940000000000005,72.21,75.94999999999999,87.06,100.0,98.15,71.87,58.48,41.92,37.56,32.629999999999995,19.439999999999998,13.94,16.7,12.75,16.66,25.740000000000002,22.58,27.77,16.13,13.350000000000001,19.759999999999998,12.34,15.540000000000001,10.57,4.9,0.97,2.23,1.21,1.08,0.5700000000000001,0.27999999999999997,0.79,0.33999999999999997,0.45999999999999996,0.22,0.21,Inorganic
1.5599999999999998,2.1,2.82,5.96,4.62,7.79,13.65,7.8,10.38,15.67,24.759999999999998,27.83,28.96,29.56,31.89,18.92,17.299999999999997,22.259999999999998,24.27,31.490000000000002,41.02,38.080000000000005,48.96,62.92,75.19,79.85,88.3,99.15,92.23,69.81,61.67,50.690000000000005,39.21,35.24,21.83,12.45,15.920000000000002,16.259999999999998,23.56,24.83,24.37,27.150000000000002,11.84,11.57,14.49,18.83,19.54,14.92,5.11,1.55,1.8900000000000001,1.5,0.6,0.8200000000000001,0.91,0.38,0.5599999999999999,0.5599999999999999,0.48,0.24,Inorganic
3.15,2.52,1.67,4.79,9.02,10.57,10.24,12.09,12.41,15.329999999999998,21.279999999999998,25.36,26.86,28.03,18.86,14.85,21.6,24.169999999999998,29.89,33.410000000000004,37.86,39.56,52.32,69.13,78.68,83.37,91.99000000000001,100.0,89.9,64.56,59.67,43.55,29.970000000000002,22.939999999999998,18.66,9.22,18.29,17.43,24.52,24.07,25.180000000000003,31.840000000000003,16.85,6.75,11.86,18.33,18.78,11.14,3.1,1.43,1.38,1.08,0.62,0.44,0.72,0.06999999999999999,0.54,0.35000000000000003,0.01,0.5499999999999999,Inorganic
0.5599999999999999,2.67,2.21,5.609999999999999,9.36,11.459999999999999,7.06,9.959999999999999,16.73,18.59,24.81,27.12,29.34,26.369999999999997,18.8,14.05,20.28,26.13,27.779999999999998,33.46,38.3,40.03,51.13999999999999,68.60000000000001,74.9,78.43,90.21000000000001,100.0,88.88000000000001,65.11,60.83,44.629999999999995,29.48,17.29,14.879999999999999,8.01,17.7,13.819999999999999,24.04,20.46,19.7,27.779999999999998,13.77,6.8500000000000005,6.64,16.650000000000002,18.07,12.45,5.16,0.44,1.8499999999999999,0.72,0.5499999999999999,0.74,0.6799999999999999,0.84,0.37,0.24,0.33999999999999997,0.06999999999999999,Inorganic
2.03,1.21,3.8,1.28,5.37,8.74,10.209999999999999,8.52,11.360000000000001,17.47,21.98,27.21,21.05,17.27,20.4,17.86,13.18,22.6,23.580000000000002,31.069999999999997,39.06,36.309999999999995,48.089999999999996,65.31,78.12,83.95,91.8,97.69,89.37,70.22,65.0,50.690000000000005,39.03,30.09,15.65,9.85,22.0,22.43,27.36,21.52,24.38,31.540000000000003,21.12,9.91,5.94,19.400000000000002,19.37,10.82,3.36,1.77,2.09,1.34,0.9400000000000001,0.47000000000000003,0.44999999999999996,0.42,0.27999999999999997,0.36,0.13,0.16,Inorganic
3.92,1.08,2.67,2.5700000000000003,4.1000000000000005,4.91,10.530000000000001,16.900000000000002,21.05,24.709999999999997,26.8,30.490000000000002,28.63,22.939999999999998,11.65,21.27,20.62,22.220000000000002,32.41,43.3,50.71,59.440000000000005,70.78,76.41,88.78,97.11,98.8,98.11999999999999,94.64,85.42,64.57000000000001,33.97,38.279999999999994,32.04,13.309999999999999,4.3999999999999995,12.34,20.3,16.520000000000003,10.43,10.66,21.099999999999998,24.169999999999998,16.31,7.6899999999999995,7.23,9.120000000000001,8.12,4.96,1.01,0.89,0.83,0.8,0.26,0.79,0.42,0.7100000000000001,0.44,0.22,0.13999999999999999,Inorganic
1.29,1.41,3.09,3.75,7.670000000000001,7.870000000000001,6.619999999999999,11.08,17.77,22.45,24.310000000000002,31.34,32.06,29.17,22.49,23.47,21.43,29.39,48.980000000000004,61.27,75.31,77.18,74.32,86.72999999999999,93.08,98.36,100.0,95.95,87.22,68.62,49.01,32.800000000000004,31.15,19.689999999999998,10.190000000000001,3.17,7.5600000000000005,9.07,10.66,13.8,6.65,14.75,24.7,27.88,27.089999999999996,22.830000000000002,18.18,11.85,5.46,2.19,2.04,1.24,0.9299999999999999,0.72,0.19,0.27,0.54,0.16999999999999998,0.24,0.29,Biochemical
0.5,0.16999999999999998,2.7,4.5,9.58,8.3,8.790000000000001,12.2,19.77,22.82,25.21,34.839999999999996,33.09,26.14,17.82,20.549999999999997,22.98,35.449999999999996,62.18,72.65,83.46000000000001,82.67999999999999,83.66,94.08,95.1,98.00999999999999,99.74,100.0,90.36,64.09,38.57,29.080000000000002,20.4,16.53,17.69,11.4,7.3999999999999995,9.41,6.21,4.26,5.72,10.68,19.09,22.29,22.03,22.650000000000002,17.66,10.97,5.58,1.4200000000000002,2.81,1.6500000000000001,0.5599999999999999,0.1,0.27,0.62,0.24,0.63,0.16999999999999998,0.27999999999999997,Polymer
3.66,4.21,5.04,2.5,5.96,2.52,9.58,9.91,14.19,18.47,22.220000000000002,26.479999999999997,25.080000000000002,22.91,15.55,18.63,23.87,33.45,52.33,66.84,77.66,79.28,79.4,91.29,94.98,98.35000000000001,100.0,94.71000000000001,82.37,62.519999999999996,41.81,32.09,26.58,21.959999999999997,15.879999999999999,5.609999999999999,9.48,17.0,12.15,12.82,3.8600000000000003,13.29,23.31,24.68,19.6,19.85,15.7,9.21,5.489999999999999,1.94,1.66,1.32,0.27,0.22,0.59,0.16,0.25,0.16999999999999998,0.27,0.27,Biochemical
2.3800000000000003,3.18,4.22,3.9899999999999998,7.88,7.66,8.81,11.43,15.939999999999998,20.48,26.52,31.0,23.810000000000002,19.18,14.299999999999999,17.349999999999998,17.810000000000002,28.52,50.36000000000001,61.660000000000004,76.16000000000001,81.25,77.92999999999999,87.88,88.13,94.69999999999999,100.0,97.39,84.46000000000001,61.51,43.02,31.65,28.689999999999998,20.169999999999998,12.06,2.71,5.800000000000001,12.620000000000001,10.72,10.82,3.5999999999999996,11.97,20.61,20.54,18.78,20.47,17.16,10.69,4.77,1.7000000000000002,1.8599999999999999,0.96,0.7100000000000001,0.84,0.38,0.26,0.27999999999999997,0.13,0.35000000000000003,0.6,Organic
1.16,7.4399999999999995,3.6700000000000004,2.25,0.76,5.45,11.1,10.69,17.080000000000002,22.71,31.71,28.82,26.57,23.07,18.89,17.91,22.98,37.15,62.23,72.6,79.34,80.45,80.67,91.73,93.27,95.62,100.0,98.18,86.83999999999999,63.81,39.97,32.42,28.349999999999998,24.13,23.21,12.6,6.93,7.01,14.39,14.75,4.38,4.6899999999999995,14.760000000000002,17.419999999999998,15.55,16.509999999999998,11.81,7.199999999999999,3.2099999999999995,0.5599999999999999,2.02,1.41,1.03,1.0,0.33999999999999997,0.26,0.37,0.44,0.5700000000000001,0.35000000000000003,Polymer
1.31,3.8699999999999997,3.29,0.7799999999999999,7.21,13.41,16.259999999999998,19.02,26.1,31.929999999999996,34.68,37.38,30.55,19.259999999999998,13.850000000000001,21.22,27.58,45.76,64.87,71.54,80.10000000000001,79.24,87.92999999999999,100.0,98.65,94.74000000000001,94.74000000000001,93.15,83.26,62.129999999999995,37.72,28.22,20.419999999999998,21.9,22.23,13.270000000000001,5.21,6.18,14.16,14.6,8.459999999999999,10.549999999999999,16.39,19.16,20.849999999999998,23.35,19.64,13.0,6.329999999999999,1.83,1.37,1.5,0.76,0.32,0.37,0.7100000000000001,0.4,0.09,0.15,0.8500000000000001,Organic
3.35,2.58,3.9800000000000004,5.7,5.29,10.91,17.09,16.84,18.65,26.6,31.879999999999995,35.53,31.16,19.650000000000002,17.8,27.939999999999998,28.7,39.69,55.989999999999995,69.36,79.69000000000001,74.52,82.03,92.61,88.1,88.14,93.01,99.55000000000001,85.76,60.69,39.34,24.64,16.45,11.4,9.56,0.8,7.02,9.36,8.94,11.27,8.73,10.2,19.64,22.56,18.14,20.119999999999997,16.88,10.37,5.01,1.3599999999999999,1.3,1.2,0.38999999999999996,0.53,0.62,0.45999999999999996,0.44999999999999996,0.22,0.05,0.31,Organic
2.7199999999999998,3.7800000000000002,4.88,8.48,11.27,11.03,13.489999999999998,23.369999999999997,31.130000000000003,39.97,39.410000000000004,33.09,29.26,17.599999999999998,17.39,20.43,20.880000000000003,26.779999999999998,24.34,18.39,28.02,61.72,80.15,83.13000000000001,84.39999999999999,84.94,91.67999999999999,100.0,78.96,53.71,64.72,65.05,49.59,21.75,9.9,4.34,17.080000000000002,19.79,18.8,11.08,17.02,5.8500000000000005,6.38,13.91,6.38,5.81,6.41,10.440000000000001,7.32,2.75,1.46,0.91,0.44999999999999996,0.43,0.43,0.98,0.54,0.51,0.65,1.03,Polymer
1.87,3.46,1.68,1.77,3.93,16.3,20.28,16.939999999999998,23.28,26.840000000000003,31.080000000000002,29.330000000000002,22.75,9.94,18.01,22.0,27.32,28.62,20.34,17.4,41.3,68.78999999999999,81.2,84.53,89.19,93.0,99.87,100.0,81.04,61.99,60.41,55.47,41.6,14.719999999999999,8.49,6.08,9.69,14.11,16.76,12.0,12.01,10.36,19.77,13.389999999999999,9.02,10.85,15.21,13.63,8.58,2.9000000000000004,2.03,1.16,0.98,1.9900000000000002,0.33,1.01,0.65,1.15,1.9300000000000002,1.5699999999999998,Biochemical
3.2300000000000004,1.01,2.98,5.64,7.6,9.58,9.9,10.18,10.299999999999999,21.54,30.85,34.25,29.9,14.02,12.35,15.340000000000002,19.009999999999998,24.29,21.2,23.95,32.72,59.489999999999995,83.02000000000001,90.45,98.88,99.11999999999999,94.48,100.0,90.92,74.11999999999999,76.91,71.17,53.04,21.310000000000002,9.28,12.97,11.59,12.26,17.68,3.45,15.620000000000001,8.24,11.49,16.939999999999998,9.54,0.8,7.9,12.55,6.47,1.79,0.51,0.61,0.9299999999999999,1.35,0.63,0.63,0.33999999999999997,0.32,0.62,0.67,Inorganic
5.220000000000001,4.37,1.7999999999999998,2.92,3.51,11.709999999999999,12.57,11.78,12.58,25.290000000000003,27.16,23.74,18.78,9.83,6.83,15.03,17.23,23.39,19.62,13.950000000000001,31.64,58.879999999999995,76.31,84.73,94.24,99.86,96.99,100.0,86.3,69.78999999999999,77.17,73.05,51.970000000000006,17.86,10.979999999999999,14.46,10.66,14.399999999999999,19.29,3.25,14.899999999999999,3.2800000000000002,5.37,13.089999999999998,9.1,7.57,10.59,10.05,5.35,2.35,1.55,1.6,0.29,0.51,0.62,0.89,1.4000000000000001,1.38,0.77,0.31,Biochemical
3.0300000000000002,3.53,4.9,6.08,1.67,13.54,14.649999999999999,11.23,19.45,23.54,28.98,28.12,15.78,2.73,6.7299999999999995,14.44,20.7,26.450000000000003,28.28,42.93,56.85,69.89999999999999,72.46000000000001,76.22,92.42,100.0,99.79,82.97,70.32000000000001,71.41,68.93,49.61,25.840000000000003,9.69,7.76,3.64,15.72,18.23,13.489999999999998,8.49,4.92,13.669999999999998,15.52,15.479999999999999,13.19,9.85,12.58,9.54,4.89,2.41,0.42,0.86,0.45999999999999996,1.26,0.36,0.35000000000000003,0.33999999999999997,0.79,0.36,0.48,Biochemical
2.6,3.63,1.3599999999999999,2.7199999999999998,2.1399999999999997,3.38,6.550000000000001,14.000000000000002,18.43,23.54,27.200000000000003,24.42,16.650000000000002,3.36,13.020000000000001,17.080000000000002,21.77,31.75,37.14,45.519999999999996,56.99999999999999,73.97,80.62,88.37,94.32000000000001,100.0,93.75,76.03,71.23,83.58,76.22,45.67,17.150000000000002,15.49,16.41,18.69,26.55,17.130000000000003,9.59,7.68,8.469999999999999,20.76,25.05,18.62,14.39,14.7,9.91,0.41000000000000003,1.54,1.16,1.81,1.46,1.29,0.47000000000000003,0.38999999999999996,0.61,0.4,0.36,0.61,1.15,Organic
